dienststelle,code,ort,lage,richtung,genauigkeit,lat,lon,gefunden_als,osm_link,osm_methode,osm_lat,osm_lon,abstand_osm_m,abstand_strasse_m,stadtteil_laut_ort,stadtteil_des_punkts,pruefen,osm_link_abgleich,manuell
S-01,0041,Dellbrück,Paffrather Str. Höhe Hs-Nr. 34,in Fahrtrichtung Waltherstr.,hausnummer,50.984039,7.08236,"Paffrather Straße 34, Dellbrück, 51069 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.984039&mlon=7.082360#map=18/50.984039/7.082360,osm_hausnummer 34,50.984039,7.08236,0,30,Dellbrück,Dellbrück,feste Anlage/Kreuzung: einzeln prüfen,https://www.openstreetmap.org/?mlat=50.984039&mlon=7.082360#map=18/50.984039/7.082360,"50.98404,7.08236 · Paffrather Str. 34 (OSM-Adresse = Geocoder)"
S-01,0042,Dellbrück,Paffrather Str. Höhe Hs-Nr. 34,in FR. Bergisch Gladbach-Hand,hausnummer,50.984039,7.08236,"Paffrather Straße 34, Dellbrück, 51069 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.984039&mlon=7.082360#map=18/50.984039/7.082360,osm_hausnummer 34,50.984039,7.08236,0,30,Dellbrück,Dellbrück,feste Anlage/Kreuzung: einzeln prüfen,https://www.openstreetmap.org/?mlat=50.984039&mlon=7.082360#map=18/50.984039/7.082360,"50.98404,7.08236 · Paffrather Str. 34 (OSM-Adresse = Geocoder)"
S-01,0051,Lindenthal,"Bachemer Straße, Höhe Haus 82",in Fahrtrichtung Gleueler Straße,hausnummer,50.928325,6.917643,"Bachemer Straße 82, Lindenthal, 50931 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.928325&mlon=6.917643#map=18/50.928325/6.917643,osm_hausnummer 82,50.928349,6.917623,3,25,Lindenthal,Lindenthal,feste Anlage/Kreuzung: einzeln prüfen,https://www.openstreetmap.org/?mlat=50.928349&mlon=6.917623#map=18/50.928349/6.917623,"50.92835,6.91762 · Bachemer Str. 82 (OSM-Adresse = Geocoder)"
S-01,0052,Dellbrück,"Dellbrücker Hauptstr., Höhe 95",in Fahrtrichtung Mielenforster Str.,hausnummer,50.975906,7.073171,"Dellbrücker Hauptstraße 95, 51069 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.975906&mlon=7.073171#map=18/50.975906/7.073171,osm_hausnummer 95,50.975937,7.073199,4,14,Dellbrück,Dellbrück,feste Anlage/Kreuzung: einzeln prüfen,https://www.openstreetmap.org/?mlat=50.975937&mlon=7.073199#map=18/50.975937/7.073199,"50.97594,7.07320 · Dellbrücker Hauptstr. 95 (OSM-Adresse = Geocoder)"
S-01,0053,Dellbrück,"Dellbrücker Hauptstr., Höhe 95",in Fahrtr. Bergisch-Gladbacher Str.,hausnummer,50.975906,7.073171,"Dellbrücker Hauptstraße 95, 51069 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.975906&mlon=7.073171#map=18/50.975906/7.073171,osm_hausnummer 95,50.975937,7.073199,4,14,Dellbrück,Dellbrück,feste Anlage/Kreuzung: einzeln prüfen,https://www.openstreetmap.org/?mlat=50.975937&mlon=7.073199#map=18/50.975937/7.073199,"50.97594,7.07320 · Dellbrücker Hauptstr. 95 (OSM-Adresse = Geocoder)"
S-01,0054,Ossendorf,Butzweilerhofallee Höhe Nr.53,in Fahrtr.Butzweilerstr.,strasse,50.982066,6.895479,"Butzweilerhofallee 53, Ossendorf, 50829 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.982066&mlon=6.895479#map=18/50.982066/6.895479,osm_strasse (±620 m),50.982964,6.892656,222,0,Ossendorf,Ossendorf,feste Anlage/Kreuzung: einzeln prüfen; genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.982964&mlon=6.892656#map=18/50.982964/6.892656,"50.98207,6.89548 · Butzweilerhofallee 53 (Geocoder-Adresstreffer; OSM kennt die Hausnummer nicht, Lage auf der Straße geprüft)"
S-01,0055,Ossendorf,Butzweilerhofallee Höhe Nr.53,in Fahrtr. Von-Hünefeld-Str.,strasse,50.982066,6.895479,"Butzweilerhofallee 53, Ossendorf, 50829 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.982066&mlon=6.895479#map=18/50.982066/6.895479,osm_strasse (±620 m),50.982964,6.892656,222,0,Ossendorf,Ossendorf,feste Anlage/Kreuzung: einzeln prüfen; genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.982964&mlon=6.892656#map=18/50.982964/6.892656,"50.98207,6.89548 · Butzweilerhofallee 53 (Geocoder-Adresstreffer; OSM kennt die Hausnummer nicht, Lage auf der Straße geprüft)"
S-01,0060,Neustadt/Nord,Kaiser-Wilhelm-Ring 21-17,in Fahrtrichtung Rudolfplatz,hausnummer,50.94385,6.940883,"Kaiser-Wilhelm-Ring 21, 50672 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.943850&mlon=6.940883#map=18/50.943850/6.940883,osm_hausnummer 21–17,50.943716,6.94076,17,14,Neustadt/Nord,Neustadt/Nord,feste Anlage/Kreuzung: einzeln prüfen,https://www.openstreetmap.org/?mlat=50.943716&mlon=6.940760#map=18/50.943716/6.940760,"50.94372,6.94076 · Kaiser-Wilhelm-Ring zwischen Nr. 17 und 21 (OSM-Adressen, Mitte)"
S-01,0061,Neustadt/Nord,Kaiser-Wilhelm-Ring 17-21,in Fahrtrichtung Christophstraße,hausnummer,50.943582,6.940637,"Kaiser-Wilhelm-Ring 17, 50672 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.943582&mlon=6.940637#map=18/50.943582/6.940637,osm_hausnummer 17–21,50.943716,6.94076,17,13,Neustadt/Nord,Neustadt/Nord,feste Anlage/Kreuzung: einzeln prüfen,https://www.openstreetmap.org/?mlat=50.943716&mlon=6.940760#map=18/50.943716/6.940760,"50.94372,6.94076 · Kaiser-Wilhelm-Ring zwischen Nr. 17 und 21 (OSM-Adressen, Mitte)"
S-01,0062,Neustadt/Nord,Hansaring 52,in Fahrtrichtung Ebertplatz,hausnummer,50.947883,6.950027,"Hansaring 52, 50670 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.947883&mlon=6.950027#map=18/50.947883/6.950027,osm_hausnummer 52,50.947882,6.950046,1,17,Neustadt/Nord,Neustadt/Nord,feste Anlage/Kreuzung: einzeln prüfen,https://www.openstreetmap.org/?mlat=50.947882&mlon=6.950046#map=18/50.947882/6.950046,"50.94788,6.95005 · Hansaring 52 (OSM-Adresse = Geocoder)"
S-01,0063,Mülheim,Auenweg 173,Fahrtrichtung Deutz-Mülheimer Str.,hausnummer,50.950642,6.982511,"Auenweg 173, Mülheim, 51063 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.950642&mlon=6.982511#map=18/50.950642/6.982511,osm_hausnummer 173,50.950609,6.982568,5,18,Mülheim,Mülheim,feste Anlage/Kreuzung: einzeln prüfen,https://www.openstreetmap.org/?mlat=50.950609&mlon=6.982568#map=18/50.950609/6.982568,"50.95061,6.98257 · Auenweg 173 (OSM-Adresse = Geocoder)"
S-01,0064,Mülheim,Auenweg 173,in Fahrtrichtung Deutz,hausnummer,50.950642,6.982511,"Auenweg 173, Mülheim, 51063 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.950642&mlon=6.982511#map=18/50.950642/6.982511,osm_hausnummer 173,50.950609,6.982568,5,18,Mülheim,Mülheim,feste Anlage/Kreuzung: einzeln prüfen,https://www.openstreetmap.org/?mlat=50.950609&mlon=6.982568#map=18/50.950609/6.982568,"50.95061,6.98257 · Auenweg 173 (OSM-Adresse = Geocoder)"
S-01,0095,"BAB 4,",I.H.AS Köln-Eifeltor,in Fahrtrichtung Aachen,strasse,50.882744,6.922335,"Am Eifeltor, 50997 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.882744&mlon=6.922335#map=18/50.882744/6.922335,nicht_in_osm,,,,,,Rondorf,feste Anlage/Kreuzung: einzeln prüfen; genauigkeit=strasse,,"50.89155,6.92483 · A 4 an der Anschlussstelle Köln-Eifeltor (11b), Mitte zwischen den OSM-Anschlussknoten; Geocoder lag 1 km daneben"
S-01,0096,"BAB 4,",i.H.AS Köln-Eifeltor,in Fahrtrichtung Olpe,strasse,50.882744,6.922335,"Am Eifeltor, 50997 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.882744&mlon=6.922335#map=18/50.882744/6.922335,nicht_in_osm,,,,,,Rondorf,feste Anlage/Kreuzung: einzeln prüfen; genauigkeit=strasse,,"50.89155,6.92483 · A 4 an der Anschlussstelle Köln-Eifeltor (11b), Mitte zwischen den OSM-Anschlussknoten; Geocoder lag 1 km daneben"
S-02,0102,Brück,Astrid-Lindgen-Allee Nr.3-35,in Fahrtrichtung Chr.Thomas-Weg,hausnummer,50.941426,7.075336,"Astrid-Lindgren-Allee 3, 51109 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.941426&mlon=7.075336#map=18/50.941426/7.075336,osm_hausnummer 3–35,50.941305,7.074468,62,18,Brück,Brück,,https://www.openstreetmap.org/?mlat=50.941305&mlon=7.074468#map=18/50.941305/7.074468,
S-02,0103,Weidenpesch,Etzelstr. Lat.Nr.106-150,in Fahrtrichtung A.D.Ginsterberg,strasse,50.982854,6.925034,"Etzelstraße, Weidenpesch, 50739 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.982854&mlon=6.925034#map=18/50.982854/6.925034,osm_strasse (±1200 m),50.980234,6.929116,409,0,Weidenpesch,Weidenpesch,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.980234&mlon=6.929116#map=18/50.980234/6.929116,", · OSM-Abgleich: Geocoder fand nur die Straße; Straße im Stadtteil zu lang für einen verlässlichen Punkt (±1200 m) → weggelassen"
S-02,0104,Marienburg,Heinrich-Lüpke-Ufer Höhe P+R,in Fahrtrichtung Stadteinwärts,strasse,50.900581,6.984497,"Heinrich-Lübke-Ufer, 50960 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.900581&mlon=6.984497#map=18/50.900581/6.984497,osm_strasse (±390 m),50.899964,6.985375,92,0,Marienburg,Marienburg,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.899964&mlon=6.985375#map=18/50.899964/6.985375,
S-02,0109,Sülz,Berrenrather Str. Höhe 179,in Fahrtrichtung stadteinwärts,strasse,50.91977,6.927771,"Kath. Grundschule Berrenrather Straße, Berrenrather Straße 179, Sülz, 50937 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.919770&mlon=6.927771#map=18/50.919770/6.927771,osm_hausnummer 179,50.919773,6.92777,0,42,Sülz,Sülz,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.919773&mlon=6.927770#map=18/50.919773/6.927770,"50.919773,6.927770 · OSM-Abgleich: Geocoder fand nur die Straße; ersetzt durch OSM-Adresse Nr. 179"
S-02,0111,Höhenhaus,Thuleweg ggü. Haus-Nr.42,in Fahrtrichtung Im Weidenbruch,hausnummer,50.982067,7.043174,"Thuleweg 42, Höhenhaus, 51061 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.982067&mlon=7.043174#map=18/50.982067/7.043174,osm_hausnummer 42,50.982068,7.043173,0,20,Höhenhaus,Höhenhaus,,https://www.openstreetmap.org/?mlat=50.982068&mlon=7.043173#map=18/50.982068/7.043173,
S-02,0118,Ehrenfeld,"Melatengürtel, Laterne 85-77",in Fahrtrichtung Weinsbergstraße,strasse,50.941367,6.912072,"Melatengürtel, Ehrenfeld, 50825 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.941367&mlon=6.912072#map=18/50.941367/6.912072,osm_strasse (±610 m),50.943445,6.912581,234,0,Ehrenfeld,Ehrenfeld,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.943445&mlon=6.912581#map=18/50.943445/6.912581,
S-02,0119,Ehrenfeld,"Melatengürtel, Laterne 24-34",in Fahrtrichtung Fröbelstraße,strasse,50.941367,6.912072,"Melatengürtel, Ehrenfeld, 50825 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.941367&mlon=6.912072#map=18/50.941367/6.912072,osm_strasse (±610 m),50.943445,6.912581,234,0,Ehrenfeld,Ehrenfeld,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.943445&mlon=6.912581#map=18/50.943445/6.912581,
S-02,0126,Weiden,"Breslauer Str., Laterne 6-14",in Fahrtrichtung Ostlandstraße,strasse,50.934595,6.842929,"Breslauer Straße, Weiden, 50858 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.934595&mlon=6.842929#map=18/50.934595/6.842929,osm_strasse (±290 m),50.935495,6.84388,120,0,Weiden,Weiden,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.935495&mlon=6.843880#map=18/50.935495/6.843880,
S-02,0127,Weiden,"Breslauer Str., Laterne 14-6",in Fahrtrichtung Aachener Straße,strasse,50.934595,6.842929,"Breslauer Straße, Weiden, 50858 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.934595&mlon=6.842929#map=18/50.934595/6.842929,osm_strasse (±290 m),50.935495,6.84388,120,0,Weiden,Weiden,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.935495&mlon=6.843880#map=18/50.935495/6.843880,
S-02,0128,Raderthal,Markusstr. vor Haus Nr 89-73,in Fahrtrichtung Brühler Straße,hausnummer,50.900453,6.947242,"Markusstraße 89, Raderthal, 50968 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.900453&mlon=6.947242#map=18/50.900453/6.947242,osm_hausnummer 89–73,50.900405,6.94789,46,18,Raderthal,Raderthal,,https://www.openstreetmap.org/?mlat=50.900405&mlon=6.947890#map=18/50.900405/6.947890,
S-02,0129,Raderthal,Markusstr. vor Haus Nr 92-112,in Fahrtrichtung Höninger Platz,hausnummer,50.900719,6.948374,"Markusstraße 92, Raderthal, 50968 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.900719&mlon=6.948374#map=18/50.900719/6.948374,osm_hausnummer 92–112,50.900752,6.947865,36,19,Raderthal,Raderthal,,https://www.openstreetmap.org/?mlat=50.900752&mlon=6.947865#map=18/50.900752/6.947865,
S-02,0130,Ensen,Kölner Str. vor Haus Nr. 59,in Fahrtrichtung Porz-Zentrum,strasse,50.892759,7.0479,"Ensen, Kölner Straße, 51149 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.892759&mlon=7.047900#map=18/50.892759/7.047900,osm_hausnummer 59,50.896434,7.041959,584,0,Ensen,Ensen,genauigkeit=strasse; 584 m von OSM-Hausnummer,https://www.openstreetmap.org/?mlat=50.896434&mlon=7.041959#map=18/50.896434/7.041959,"50.896434,7.041959 · OSM-Abgleich: Geocoder-Punkt 584 m von der OSM-Adresse entfernt; ersetzt durch OSM-Adresse Nr. 59"
S-02,0132,Heimersdorf,Nettesheimerstr.Hs.Nr.176-76a,in Fahrtrichtung Stallagsweg,strasse,51.014975,6.90167,"Nettesheimer Straße 176, Heimersdorf, 50767 Köln, Deutschland",https://www.openstreetmap.org/?mlat=51.014975&mlon=6.901670#map=18/51.014975/6.901670,osm_strasse (±430 m),51.017245,6.898989,315,0,Heimersdorf,Heimersdorf,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=51.017245&mlon=6.898989#map=18/51.017245/6.898989,
S-02,0133,Bilderstöckchen,Longericher Straße 119-153,in Fahrtrichtung TÜV,hausnummer,50.973456,6.932205,"Longericher Straße 119, Bilderstöckchen, 50739 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.973456&mlon=6.932205#map=18/50.973456/6.932205,osm_hausnummer 119–153,50.973867,6.93144,70,20,Bilderstöckchen,Bilderstöckchen,,https://www.openstreetmap.org/?mlat=50.973867&mlon=6.931440#map=18/50.973867/6.931440,
S-02,0134,Bilderstöckchen,Longericher Straße 153-115,in Fahrtrichtung Parkgürtel,hausnummer,50.974277,6.930676,"Longericher Straße 153, Bilderstöckchen, 50739 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.974277&mlon=6.930676#map=18/50.974277/6.930676,osm_hausnummer 153–115,50.97363,6.931796,107,41,Bilderstöckchen,Bilderstöckchen,,https://www.openstreetmap.org/?mlat=50.973630&mlon=6.931796#map=18/50.973630/6.931796,
S-02,0137,Heimersdorf,Nettesheimerstr.Hs.Nr.76a-173,in Fahrtrichtung Chorweiler Zubr.,hausnummer,51.015601,6.900934,"Nettesheimer Straße 76a, Heimersdorf, 50767 Köln, Deutschland",https://www.openstreetmap.org/?mlat=51.015601&mlon=6.900934#map=18/51.015601/6.900934,osm_strasse (±430 m),51.017245,6.898989,228,0,Heimersdorf,Heimersdorf,,https://www.openstreetmap.org/?mlat=51.017245&mlon=6.898989#map=18/51.017245/6.898989,
S-02,0147,Dünnwald,Prämonstratenserstr. Haus 78,in FR. Dünnwalder Kommunalweg,hausnummer,51.000051,7.030568,"Prämonstratenserstraße 78, Dünnwald, 51069 Köln, Deutschland",https://www.openstreetmap.org/?mlat=51.000051&mlon=7.030568#map=18/51.000051/7.030568,osm_hausnummer 78,51.000051,7.030568,0,25,Dünnwald,Dünnwald,,https://www.openstreetmap.org/?mlat=51.000051&mlon=7.030568#map=18/51.000051/7.030568,
S-02,0149,Niehl,Nesselrodestr. Haus Nr. 18-20,in Fahrtrichtung Amsterdamer Straße,hausnummer,50.976775,6.962845,"Nesselrodestraße 18, Niehl, 50735 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.976775&mlon=6.962845#map=18/50.976775/6.962845,osm_hausnummer 18–20,50.976801,6.96318,24,27,Niehl,Niehl,,https://www.openstreetmap.org/?mlat=50.976801&mlon=6.963180#map=18/50.976801/6.963180,
S-02,0150,Dellbrück,Berg. Gladbacher Str.837-791,in Fahrtrichtung stadteinwärts,strasse,50.978037,7.061898,"Zollkriminalamt Moorslede, Bergisch Gladbacher Straße 837, Dellbrück, 51069 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.978037&mlon=7.061898#map=18/50.978037/7.061898,osm_hausnummer 837–791,50.976489,7.061029,183,236,Dellbrück,Dellbrück,genauigkeit=strasse; 183 m von OSM-Hausnummer; 236 m neben der Straße,https://www.openstreetmap.org/?mlat=50.976489&mlon=7.061029#map=18/50.976489/7.061029,"50.976489,7.061029 · OSM-Abgleich: Geocoder-Punkt 183 m von der OSM-Adresse entfernt; ersetzt durch OSM-Adresse Nr. 837–791"
S-02,0151,Dellbrück,Berg. Gladbacher Str.858-900,in Fahrtrichtung stadtauswärts,hausnummer,50.975715,7.062781,"Bergisch Gladbacher Straße 858, Dellbrück, 51069 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.975715&mlon=7.062781#map=18/50.975715/7.062781,osm_hausnummer 858,50.975715,7.062781,0,19,Dellbrück,Dellbrück,,https://www.openstreetmap.org/?mlat=50.975715&mlon=7.062781#map=18/50.975715/7.062781,
S-02,0155,Junkersdorf,Dürener Str. Haus-Nr. 422-420,in Fahrtrichtung stadteinwärts,hausnummer,50.92222,6.867571,"Dürener Straße 422, Junkersdorf, 50858 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.922220&mlon=6.867571#map=18/50.922220/6.867571,osm_hausnummer 422–420,50.922229,6.867705,9,29,Junkersdorf,Junkersdorf,,https://www.openstreetmap.org/?mlat=50.922229&mlon=6.867705#map=18/50.922229/6.867705,
S-02,0156,Buchheim,Frankfurter Str. Laterne 81-89,in Fahrtrichtung Mülheim,strasse,50.950336,7.017718,"Frankfurter Straße, Buchheim, 51065 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.950336&mlon=7.017718#map=18/50.950336/7.017718,osm_strasse (±650 m),50.952352,7.014964,296,0,Buchheim,Buchheim,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.952352&mlon=7.014964#map=18/50.952352/7.014964,
S-02,0161,Höhenhaus,Imbacher Weg Hs.Nr.22-10,in Fahrtrichtung Lippeweg,hausnummer,50.993294,7.041212,"Imbacher Weg 22, Höhenhaus, 51061 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.993294&mlon=7.041212#map=18/50.993294/7.041212,osm_hausnummer 22–10,50.992886,7.04116,45,14,Höhenhaus,Höhenhaus,,https://www.openstreetmap.org/?mlat=50.992886&mlon=7.041160#map=18/50.992886/7.041160,
S-02,0183,Bickendorf,"Sandweg, ggü. Haus Nr. 27-33",in Fahrtrichtung Erlenweg,hausnummer,50.962714,6.900113,"Sandweg 27, Bickendorf, 50827 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.962714&mlon=6.900113#map=18/50.962714/6.900113,osm_hausnummer 27–33,50.962806,6.900085,10,18,Bickendorf,Bickendorf,,https://www.openstreetmap.org/?mlat=50.962806&mlon=6.900085#map=18/50.962806/6.900085,
S-02,0185,Ehrenfeld,Piusstr. Hs.Nr. 62-88,in Fahrtrichtung Weinsbergsttr.,hausnummer,50.942899,6.922446,"Piusstraße 62, Ehrenfeld, 50823 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.942899&mlon=6.922446#map=18/50.942899/6.922446,osm_hausnummer 62–88,50.942244,6.922458,73,22,Ehrenfeld,Ehrenfeld,,https://www.openstreetmap.org/?mlat=50.942244&mlon=6.922458#map=18/50.942244/6.922458,
S-02,0192,Lindweiler,"Marienberger Weg, Laterne 26e",in Fahrtrichtung Unnauer Weg,strasse,51.002953,6.88975,"Marienberger Weg, Lindweiler, 50767 Köln, Deutschland",https://www.openstreetmap.org/?mlat=51.002953&mlon=6.889750#map=18/51.002953/6.889750,osm_strasse (±370 m),51.003126,6.889572,23,0,Lindweiler,Lindweiler,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=51.003126&mlon=6.889572#map=18/51.003126/6.889572,
S-02,0194,Worringen,"An den Kaulen, Haus Nr. 50-60",in Fahrtrichtung Dornstraße,hausnummer,51.067303,6.858017,"An den Kaulen 50, Worringen, 50769 Köln, Deutschland",https://www.openstreetmap.org/?mlat=51.067303&mlon=6.858017#map=18/51.067303/6.858017,osm_hausnummer 50–60,51.067543,6.857897,28,14,Worringen,Worringen,,https://www.openstreetmap.org/?mlat=51.067543&mlon=6.857897#map=18/51.067543/6.857897,
S-02,0195,Worringen,"An den Kaulen, Haus Nr.61-45",in FR. Hackenbroicher Straße,hausnummer,51.068321,6.857025,"An den Kaulen 61, Worringen, 50769 Köln, Deutschland",https://www.openstreetmap.org/?mlat=51.068321&mlon=6.857025#map=18/51.068321/6.857025,osm_hausnummer 61–45,51.067973,6.857198,41,18,Worringen,Worringen,,https://www.openstreetmap.org/?mlat=51.067973&mlon=6.857198#map=18/51.067973/6.857198,
S-02,0196,Bilderstöckchen,"Geldernstr., Haus Nr. 59-63",in Fahrtrichtung Escher Straße,hausnummer,50.964435,6.93974,"Geldernstraße 59, Bilderstöckchen, 50739 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.964435&mlon=6.939740#map=18/50.964435/6.939740,osm_hausnummer 59–63,50.964569,6.939809,16,31,Bilderstöckchen,Bilderstöckchen,,https://www.openstreetmap.org/?mlat=50.964569&mlon=6.939809#map=18/50.964569/6.939809,
S-02,0197,Bilderstöckchen,"Geldernstr., Haus 53-Lat.44",in Fahrtrichtung Parkgürtel,hausnummer,50.963805,6.939792,"Geldernstraße 53, Bilderstöckchen, 50739 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.963805&mlon=6.939792#map=18/50.963805/6.939792,osm_hausnummer 53,50.963788,6.939784,2,31,Bilderstöckchen,Bilderstöckchen,,https://www.openstreetmap.org/?mlat=50.963788&mlon=6.939784#map=18/50.963788/6.939784,
S-02,0202,Bocklemünd/Mengenich,"Ollenhauerring, Laterne 55-57",in Fahrtrichtung Gottschalkstraße,strasse,50.975879,6.871199,"Ollenhauerring, 50829 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.975879&mlon=6.871199#map=18/50.975879/6.871199,osm_strasse (±360 m),50.976611,6.867166,294,53,Bocklemünd/Mengenich,Bocklemünd/Mengenich,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.976611&mlon=6.867166#map=18/50.976611/6.867166,
S-02,0203,Bocklemünd/Mengenich,"Ollenhauerring, Laterne 55-57",in Fahrtrichtung Militärringstraße,strasse,50.975879,6.871199,"Ollenhauerring, 50829 Köln, Deutschland",https://www.openstreetmap.org/?mlat=50.975879&mlon=6.871199#map=18/50.975879/6.871199,osm_strasse (±360 m),50.976611,6.867166,294,53,Bocklemünd/Mengenich,Bocklemünd/Mengenich,genauigkeit=strasse,https://www.openstreetmap.org/?mlat=50.976611&mlon=6.867166#map=18/50.976611/6.867166,
